id,name,description,brand_id,category_id,price,load_class,application,temperature_range
590,FAG WISSEN-6576 (Variante B),FAG WISSEN-6576 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,3,371.88,low,industrial,0–80°C
591,FAG ZUSAMMEN-7658 (Variante B),FAG ZUSAMMEN-7658 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,2,1,119.69,low,automotive,0–80°C
592,INA TRAGEN-2524 (Variante B),INA TRAGEN-2524 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,4,369.66,low,precision,0–80°C
593,FAG HILFE-7046 (Variante B),FAG HILFE-7046 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,2,3,311.20,high,precision,0–80°C
594,NSK FAHRRAD-8434 (Variante B),NSK FAHRRAD-8434 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,3,169.74,low,industrial,-20–120°C
595,SKF WELT-9779 (Variante B),SKF WELT-9779 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,1,2,153.31,medium,automotive,-20–120°C
596,FAG GLAUBEN-9595 (Variante B),FAG GLAUBEN-9595 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,4,135.61,medium,automotive,0–80°C
597,Schaeffler FRAU-5952 (Variante B),Schaeffler FRAU-5952 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,3,2,173.85,medium,precision,-40–200°C
598,SKF DUMM-3068 (Variante B),SKF DUMM-3068 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,1,261.08,medium,industrial,-40–200°C
599,NSK KATZE-8216 (Variante B),NSK KATZE-8216 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,5,3,223.03,high,automotive,-40–200°C
600,Schaeffler ZWISCHEN-2070 (Variante B),Schaeffler ZWISCHEN-2070 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,3,4,62.01,low,automotive,-20–120°C
601,FAG DAZU-5978 (Variante B),FAG DAZU-5978 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,2,2,377.91,low,industrial,-40–200°C
602,NSK MÜDE-4697 (Variante B),NSK MÜDE-4697 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,4,285.08,low,automotive,0–80°C
603,Schaeffler NEUN-1986 (Variante B),Schaeffler NEUN-1986 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,3,4,148.70,low,precision,0–80°C
604,FAG JETZT-3573 (Variante B),FAG JETZT-3573 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,3,309.61,medium,industrial,0–80°C
605,SKF STRASSE-8381 (Variante B),SKF STRASSE-8381 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,1,2,11.52,medium,industrial,-40–200°C
606,FAG TOT-8438 (Variante B),FAG TOT-8438 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,3,330.69,medium,industrial,0–80°C
607,NSK LAUT-9922 (Variante B),NSK LAUT-9922 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,5,2,202.97,low,industrial,-40–200°C
608,SKF BILD-6039 (Variante B),SKF BILD-6039 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,1,85.50,high,automotive,-40–200°C
609,SKF KOMMEN-7594 (Variante B),SKF KOMMEN-7594 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,1,4,322.41,high,precision,0–80°C
610,SKF VIEL-6280 (Variante B),SKF VIEL-6280 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,1,413.39,high,automotive,-40–200°C
611,FAG LANGSAM-5415 (Variante B),FAG LANGSAM-5415 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,2,1,463.30,medium,automotive,-20–120°C
612,INA BERG-3973 (Variante B),INA BERG-3973 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,4,4,425.46,medium,industrial,0–80°C
613,INA SCHAUEN-6260 (Variante B),INA SCHAUEN-6260 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,4,3,195.36,medium,automotive,0–80°C
614,Schaeffler STEIGEN-5722 (Variante B),Schaeffler STEIGEN-5722 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,3,4,324.68,low,automotive,0–80°C
615,INA SOHN-6296 (Variante B),INA SOHN-6296 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,1,152.84,medium,precision,-20–120°C
616,NSK GAB-4073 (Variante B),NSK GAB-4073 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,4,197.58,low,automotive,0–80°C
617,INA NAH-9998 (Variante B),INA NAH-9998 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,4,1,102.56,low,industrial,-40–200°C
618,SKF ARBEITEN-4920 (Variante B),SKF ARBEITEN-4920 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,1,1,451.33,medium,industrial,0–80°C
619,NSK RUND-2527 (Variante B),NSK RUND-2527 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,1,260.58,low,automotive,0–80°C
620,SKF WEINEN-5781 (Variante B),SKF WEINEN-5781 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,1,2,236.17,low,automotive,-40–200°C
621,INA LEBEN-3369 (Variante B),INA LEBEN-3369 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,2,217.32,medium,industrial,-40–200°C
622,NSK SCHÖN-5526 (Variante B),NSK SCHÖN-5526 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -20–120°C.,5,2,401.88,high,precision,-20–120°C
623,SKF DRAUSSEN-9022 (Variante B),SKF DRAUSSEN-9022 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,339.34,low,industrial,0–80°C
624,Schaeffler SPÄTER-9903 (Variante B),Schaeffler SPÄTER-9903 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,3,3,260.43,low,industrial,0–80°C
625,FAG ÜBERALL-7730 (Variante B),FAG ÜBERALL-7730 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,4,116.15,medium,industrial,-40–200°C
626,INA FEST-1606 (Variante B),INA FEST-1606 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,2,234.78,low,precision,0–80°C
627,INA SPIEL-8486 (Variante B),INA SPIEL-8486 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,4,1,248.66,low,industrial,0–80°C
628,FAG TRINKEN-5342 (Variante B),FAG TRINKEN-5342 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,1,223.08,low,automotive,-20–120°C
629,NSK HERAUS-8994 (Variante B),NSK HERAUS-8994 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,4,442.71,low,industrial,-20–120°C
630,SKF RUFEN-5708 (Variante B),SKF RUFEN-5708 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,1,2,296.34,medium,industrial,0–80°C
631,SKF IST-5906 (Variante B),SKF IST-5906 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,1,4,85.70,low,industrial,-20–120°C
632,SKF FENSTER-8056 (Variante B),SKF FENSTER-8056 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,1,3,172.75,medium,precision,-20–120°C
633,INA ANFANGEN-2293 (Variante B),INA ANFANGEN-2293 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,2,87.33,high,automotive,-40–200°C
634,INA HUNGER-5161 (Variante B),INA HUNGER-5161 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,2,115.52,low,industrial,-20–120°C
635,Schaeffler GERN-6661 (Variante B),Schaeffler GERN-6661 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,2,43.77,high,precision,-40–200°C
636,INA HIER-7302 (Variante B),INA HIER-7302 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,3,100.59,medium,precision,-40–200°C
637,INA IHM-5837 (Variante B),INA IHM-5837 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,3,270.81,low,precision,-20–120°C
638,NSK FAHRRAD-9138 (Variante B),NSK FAHRRAD-9138 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,1,422.99,medium,precision,-40–200°C
639,Schaeffler GEHEN-5106 (Variante B),Schaeffler GEHEN-5106 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,2,298.81,high,industrial,-40–200°C
640,SKF DER-1546 (Variante B),SKF DER-1546 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,367.70,low,industrial,0–80°C
641,Schaeffler TRINKEN-3877 (Variante B),Schaeffler TRINKEN-3877 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,3,349.06,medium,precision,-20–120°C
642,Schaeffler NUR-5210 (Variante B),Schaeffler NUR-5210 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,3,3,386.67,medium,industrial,-40–200°C
643,INA LERNEN-4696 (Variante B),INA LERNEN-4696 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,1,74.09,high,industrial,-40–200°C
644,INA WASCHEN-3024 (Variante B),INA WASCHEN-3024 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,1,130.15,high,automotive,-40–200°C
645,Schaeffler MÖGLICH-8724 (Variante B),Schaeffler MÖGLICH-8724 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,1,316.14,high,precision,-40–200°C
646,FAG SEIT-8606 (Variante B),FAG SEIT-8606 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,1,298.27,high,industrial,-40–200°C
647,FAG WOCHE-5986 (Variante B),FAG WOCHE-5986 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,1,439.15,medium,automotive,0–80°C
648,FAG MERKEN-7078 (Variante B),FAG MERKEN-7078 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,2,186.43,medium,precision,-40–200°C
649,FAG HIER-9017 (Variante B),FAG HIER-9017 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,4,307.12,high,precision,-40–200°C
650,Schaeffler SUCHEN-4868 (Variante B),Schaeffler SUCHEN-4868 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,3,2,211.24,medium,precision,0–80°C
651,NSK OBEN-5520 (Variante B),NSK OBEN-5520 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,5,3,37.74,medium,industrial,0–80°C
652,SKF HILFE-1349 (Variante B),SKF HILFE-1349 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,2,301.12,low,automotive,0–80°C
653,NSK SIEBEN-4394 (Variante B),NSK SIEBEN-4394 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,5,2,41.40,high,automotive,-40–200°C
654,Schaeffler GAR-1046 (Variante B),Schaeffler GAR-1046 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,2,367.71,high,precision,-40–200°C
655,NSK HIER-2801 (Variante B),NSK HIER-2801 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,5,3,372.19,medium,precision,-40–200°C
656,SKF RUND-4898 (Variante B),SKF RUND-4898 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,1,3,368.32,low,precision,0–80°C
657,Schaeffler RICHTIG-7897 (Variante B),Schaeffler RICHTIG-7897 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,3,1,67.74,high,industrial,-40–200°C
658,INA ZUR-9408 (Variante B),INA ZUR-9408 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,4,362.90,high,precision,0–80°C
659,NSK UND-1710 (Variante B),NSK UND-1710 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,5,2,438.76,high,industrial,0–80°C
660,SKF KLASSE-7580 (Variante B),SKF KLASSE-7580 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,1,462.86,high,precision,-40–200°C
661,INA GAR-6277 (Variante B),INA GAR-6277 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,4,1,417.85,medium,industrial,-20–120°C
662,FAG LEHRERIN-9984 (Variante B),FAG LEHRERIN-9984 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,2,3,293.24,medium,precision,-40–200°C
663,INA HIN-2874 (Variante B),INA HIN-2874 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,4,55.25,high,automotive,0–80°C
664,INA LACHEN-8430 (Variante B),INA LACHEN-8430 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -40–200°C.,4,2,197.84,medium,precision,-40–200°C
665,INA NICHTS-7132 (Variante B),INA NICHTS-7132 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,4,3,311.73,high,precision,0–80°C
666,SKF WINTER-7105 (Variante B),SKF WINTER-7105 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,1,1,206.03,medium,automotive,0–80°C
667,SKF SACHE-7929 (Variante B),SKF SACHE-7929 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit higher Belastung und einem Temperaturbereich von 0–80°C.,1,4,170.55,high,automotive,0–80°C
668,NSK WIESE-9313 (Variante B),NSK WIESE-9313 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,5,3,169.66,low,automotive,-20–120°C
669,FAG FUSSBALL-7022 (Variante B),FAG FUSSBALL-7022 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,2,1,168.97,low,automotive,-20–120°C
670,INA MINUTENMIR-5381 (Variante B),INA MINUTENMIR-5381 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,4,1,286.30,high,industrial,-40–200°C
671,Schaeffler DICK-3972 (Variante B),Schaeffler DICK-3972 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit mediumer Belastung und einem Temperaturbereich von -20–120°C.,3,3,169.38,medium,precision,-20–120°C
672,SKF BEI-4524 (Variante B),SKF BEI-4524 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,1,1,348.44,high,precision,-40–200°C
673,FAG BAUM-6314 (Variante B),FAG BAUM-6314 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit mediumer Belastung und einem Temperaturbereich von 0–80°C.,2,3,151.53,medium,industrial,0–80°C
674,FAG VERSTEHEN-5458 (Variante B),FAG VERSTEHEN-5458 ist ein hochwertiges Produkt für den Einsatz in Fahrzeugen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit higher Belastung und einem Temperaturbereich von -40–200°C.,2,1,315.75,high,precision,-40–200°C
675,INA ENDLICH-9394 (Variante B),INA ENDLICH-9394 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für industriale Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,4,4,134.10,low,industrial,-20–120°C
676,Schaeffler UNS-6053 (Variante B),Schaeffler UNS-6053 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für precisione Anwendungen mit lower Belastung und einem Temperaturbereich von -40–200°C.,3,4,249.11,low,precision,-40–200°C
677,NSK DENN-5938 (Variante B),NSK DENN-5938 ist ein hochwertiges Produkt für den Einsatz in Industrieanlagen. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von 0–80°C.,5,1,13.78,low,automotive,0–80°C
678,Schaeffler SCHWIMMEN-9149 (Variante B),Schaeffler SCHWIMMEN-9149 ist ein hochwertiges Produkt für den Einsatz in Produktionslinien. Ausgelegt für hohe Belastungen und lange Lebensdauer. Ausgelegt für automotivee Anwendungen mit lower Belastung und einem Temperaturbereich von -20–120°C.,3,3,64.67,low,automotive,-20–120°C
